iso3,month,event_type,sub_event_type,disorder_type,events,fatalities
HRV,2019-03-01,"['Explosions/Remote violence', 'Protests', 'Violence against civilians']","['Remote explosive/landmine/IED', 'Peaceful protest', 'Attack']","['Political violence', 'Demonstrations']",34,0
HTI,2019-03-01,"['Battles', 'Protests', 'Violence against civilians', 'Riots', 'Strategic developments']","['Armed clash', 'Peaceful protest', 'Attack', 'Violent demonstration', 'Mob violence', 'Agreement', 'Looting/property destruction', 'Abduction/forced disappearance']","['Political violence', 'Demonstrations', 'Strategic developments']",44,32
IDN,2019-03-01,"['Protests', 'Violence against civilians', 'Battles', 'Riots', 'Strategic developments', 'Explosions/Remote violence']","['Peaceful protest', 'Attack', 'Armed clash', 'Violent demonstration', 'Change to group/activity', 'Looting/property destruction', 'Arrests', 'Remote explosive/landmine/IED', 'Suicide bomb', 'Disrupted weapons use', 'Protest with intervention', 'Sexual violence']","['Demonstrations', 'Political violence', 'Strategic developments']",104,23
IND,2019-03-01,"['Protests', 'Riots', 'Battles', 'Violence against civilians', 'Strategic developments', 'Explosions/Remote violence']","['Peaceful protest', 'Protest with intervention', 'Mob violence', 'Armed clash', 'Violent demonstration', 'Attack', 'Disrupted weapons use', 'Abduction/forced disappearance', 'Agreement', 'Remote explosive/landmine/IED', 'Looting/property destruction', 'Arrests', 'Grenade', 'Excessive force against protesters', 'Other', 'Change to group/activity']","['Demonstrations', 'Political violence', 'Strategic developments', 'Political violence; Demonstrations']",1807,126
IRN,2019-03-01,"['Protests', 'Strategic developments', 'Riots', 'Battles', 'Explosions/Remote violence']","['Peaceful protest', 'Protest with intervention', 'Other', 'Mob violence', 'Violent demonstration', 'Armed clash', 'Remote explosive/landmine/IED']","['Demonstrations', 'Strategic developments', 'Political violence']",266,4
IRQ,2019-03-01,"['Battles', 'Explosions/Remote violence', 'Strategic developments', 'Violence against civilians', 'Protests', 'Riots']","['Armed clash', 'Air/drone strike', 'Remote explosive/landmine/IED', 'Shelling/artillery/missile attack', 'Disrupted weapons use', 'Attack', 'Grenade', 'Peaceful protest', 'Violent demonstration', 'Other', 'Protest with intervention', 'Change to group/activity', 'Mob violence', 'Looting/property destruction']","['Political violence', 'Strategic developments', 'Demonstrations']",230,232
ISR,2019-03-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Shelling/artillery/missile attack', 'Peaceful protest', 'Mob violence', 'Violent demonstration', 'Change to group/activity', 'Disrupted weapons use', 'Looting/property destruction', 'Attack', 'Protest with intervention', 'Other']","['Political violence', 'Demonstrations', 'Strategic developments']",96,0
JAM,2019-03-01,"['Protests', 'Violence against civilians', 'Strategic developments', 'Battles', 'Riots']","['Peaceful protest', 'Attack', 'Change to group/activity', 'Armed clash', 'Violent demonstration']","['Demonstrations', 'Political violence', 'Strategic developments']",27,25
JOR,2019-03-01,"['Protests', 'Riots', 'Battles', 'Strategic developments']","['Peaceful protest', 'Violent demonstration', 'Armed clash', 'Other', 'Mob violence']","['Demonstrations', 'Political violence', 'Strategic developments']",103,2
JPN,2019-03-01,"['Protests', 'Strategic developments']","['Peaceful protest', 'Change to group/activity', 'Protest with intervention']","['Demonstrations', 'Strategic developments']",144,0
KAZ,2019-03-01,"['Protests', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Arrests']","['Demonstrations', 'Strategic developments']",28,0
KEN,2019-03-01,"['Protests', 'Riots', 'Violence against civilians', 'Battles', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Attack', 'Armed clash', 'Abduction/forced disappearance', 'Excessive force against protesters', 'Mob violence', 'Disrupted weapons use']","['Demonstrations', 'Political violence', 'Political violence; Demonstrations', 'Strategic developments']",42,22
KGZ,2019-03-01,"['Battles', 'Protests', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Peaceful protest', 'Change to group/activity', 'Protest with intervention', 'Agreement', 'Attack']","['Political violence', 'Demonstrations', 'Strategic developments']",24,2
KHM,2019-03-01,"['Battles', 'Protests']","['Armed clash', 'Peaceful protest', 'Protest with intervention']","['Political violence', 'Demonstrations']",4,0
KOR,2019-03-01,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration', 'Protest with intervention']",['Demonstrations'],466,0
KWT,2019-03-01,['Protests'],['Peaceful protest'],['Demonstrations'],3,0
LBN,2019-03-01,"['Battles', 'Protests', 'Strategic developments', 'Riots', 'Violence against civilians']","['Armed clash', 'Peaceful protest', 'Change to group/activity', 'Looting/property destruction', 'Violent demonstration', 'Other', 'Attack']","['Political violence', 'Demonstrations', 'Strategic developments']",81,2
LBR,2019-03-01,"['Riots', 'Protests', 'Strategic developments']","['Violent demonstration', 'Peaceful protest', 'Looting/property destruction', 'Mob violence']","['Demonstrations', 'Strategic developments', 'Political violence']",7,2
LBY,2019-03-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Riots', 'Violence against civilians', 'Strategic developments']","['Armed clash', 'Air/drone strike', 'Shelling/artillery/missile attack', 'Peaceful protest', 'Mob violence', 'Abduction/forced disappearance', 'Attack', 'Agreement', 'Change to group/activity', 'Disrupted weapons use', 'Looting/property destruction', 'Non-violent transfer of territory', 'Other', 'Government regains territory', 'Grenade', 'Excessive force against protesters']","['Political violence', 'Demonstrations', 'Strategic developments', 'Political violence; Demonstrations']",79,82
LKA,2019-03-01,"['Protests', 'Riots', 'Violence against civilians']","['Peaceful protest', 'Mob violence', 'Protest with intervention', 'Attack']","['Demonstrations', 'Political violence']",84,0
MAF,2019-03-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
MAR,2019-03-01,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Excessive force against protesters', 'Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Mob violence', 'Arrests', 'Attack']","['Political violence; Demonstrations', 'Demonstrations', 'Political violence', 'Strategic developments']",148,0
MDA,2019-03-01,"['Strategic developments', 'Protests', 'Violence against civilians']","['Other', 'Peaceful protest', 'Attack', 'Excessive force against protesters']","['Strategic developments', 'Demonstrations', 'Political violence', 'Political violence; Demonstrations']",21,0
MDG,2019-03-01,"['Battles', 'Protests', 'Violence against civilians', 'Riots', 'Strategic developments']","['Armed clash', 'Peaceful protest', 'Protest with intervention', 'Attack', 'Sexual violence', 'Violent demonstration', 'Abduction/forced disappearance', 'Looting/property destruction']","['Political violence', 'Demonstrations', 'Strategic developments']",32,35
MEX,2019-03-01,"['Battles', 'Protests', 'Riots', 'Strategic developments', 'Violence against civilians', 'Explosions/Remote violence']","['Armed clash', 'Peaceful protest', 'Violent demonstration', 'Looting/property destruction', 'Abduction/forced disappearance', 'Attack', 'Mob violence', 'Protest with intervention', 'Arrests', 'Sexual violence', 'Disrupted weapons use', 'Remote explosive/landmine/IED', 'Excessive force against protesters', 'Headquarters or base established', 'Other', 'Change to group/activity']","['Political violence', 'Demonstrations', 'Strategic developments', 'Political violence; Demonstrations']",1152,797
MKD,2019-03-01,"['Protests', 'Strategic developments']","['Peaceful protest', 'Agreement', 'Other']","['Demonstrations', 'Strategic developments']",16,0
MLI,2019-03-01,"['Protests', 'Riots', 'Strategic developments', 'Battles', 'Explosions/Remote violence', 'Violence against civilians']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Other', 'Armed clash', 'Shelling/artillery/missile attack', 'Abduction/forced disappearance', 'Attack', 'Air/drone strike', 'Remote explosive/landmine/IED', 'Looting/property destruction', 'Agreement', 'Change to group/activity', 'Headquarters or base established']","['Demonstrations', 'Strategic developments', 'Political violence']",101,275
MMR,2019-03-01,"['Protests', 'Battles', 'Violence against civilians', 'Explosions/Remote violence', 'Riots', 'Strategic developments']","['Peaceful protest', 'Armed clash', 'Abduction/forced disappearance', 'Attack', 'Remote explosive/landmine/IED', 'Mob violence', 'Air/drone strike', 'Shelling/artillery/missile attack', 'Arrests', 'Change to group/activity', 'Looting/property destruction', 'Other', 'Sexual violence']","['Demonstrations', 'Political violence', 'Strategic developments']",181,171
MNE,2019-03-01,"['Protests', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Looting/property destruction', 'Attack']","['Demonstrations', 'Strategic developments', 'Political violence']",24,0
MNG,2019-03-01,['Protests'],"['Peaceful protest', 'Protest with intervention']",['Demonstrations'],14,0
MOZ,2019-03-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack', 'Sexual violence']",['Political violence'],16,29
MRT,2019-03-01,"['Protests', 'Violence against civilians', 'Riots']","['Peaceful protest', 'Attack', 'Protest with intervention', 'Violent demonstration']","['Demonstrations', 'Political violence']",14,1
MTQ,2019-03-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
MWI,2019-03-01,"['Protests', 'Riots']","['Peaceful protest', 'Protest with intervention', 'Mob violence']","['Demonstrations', 'Political violence']",4,0
MYS,2019-03-01,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Mob violence', 'Violent demonstration', 'Looting/property destruction']","['Demonstrations', 'Political violence', 'Strategic developments']",31,0
NAM,2019-03-01,['Protests'],['Peaceful protest'],['Demonstrations'],2,0
NER,2019-03-01,"['Riots', 'Battles', 'Explosions/Remote violence', 'Violence against civilians', 'Protests', 'Strategic developments']","['Violent demonstration', 'Armed clash', 'Remote explosive/landmine/IED', 'Shelling/artillery/missile attack', 'Abduction/forced disappearance', 'Attack', 'Peaceful protest', 'Air/drone strike', 'Looting/property destruction']","['Demonstrations', 'Political violence', 'Strategic developments']",34,114
NGA,2019-03-01,"['Battles', 'Strategic developments', 'Explosions/Remote violence', 'Riots', 'Violence against civilians', 'Protests']","['Armed clash', 'Disrupted weapons use', 'Looting/property destruction', 'Remote explosive/landmine/IED', 'Mob violence', 'Abduction/forced disappearance', 'Attack', 'Peaceful protest', 'Air/drone strike', 'Suicide bomb', 'Protest with intervention', 'Violent demonstration', 'Change to group/activity', 'Other', 'Sexual violence', 'Excessive force against protesters']","['Political violence', 'Strategic developments', 'Demonstrations', 'Political violence; Demonstrations']",251,790
NIC,2019-03-01,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Excessive force against protesters', 'Violent demonstration', 'Arrests', 'Change to group/activity']","['Demonstrations', 'Political violence; Demonstrations', 'Strategic developments']",37,0
NPL,2019-03-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Remote explosive/landmine/IED', 'Peaceful protest', 'Protest with intervention', 'Mob violence', 'Violent demonstration', 'Agreement', 'Arrests', 'Disrupted weapons use', 'Looting/property destruction', 'Attack', 'Sexual violence', 'Abduction/forced disappearance']","['Political violence', 'Demonstrations', 'Strategic developments']",228,2
PAK,2019-03-01,"['Battles', 'Protests', 'Riots', 'Strategic developments', 'Explosions/Remote violence', 'Violence against civilians']","['Armed clash', 'Peaceful protest', 'Violent demonstration', 'Disrupted weapons use', 'Looting/property destruction', 'Remote explosive/landmine/IED', 'Agreement', 'Attack', 'Protest with intervention', 'Mob violence', 'Arrests', 'Change to group/activity', 'Other', 'Grenade', 'Excessive force against protesters']","['Political violence', 'Demonstrations', 'Strategic developments', 'Political violence; Demonstrations']",718,106
PAN,2019-03-01,"['Protests', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Protest with intervention', 'Looting/property destruction', 'Other', 'Attack']","['Demonstrations', 'Strategic developments', 'Political violence']",25,0
PER,2019-03-01,"['Protests', 'Riots', 'Battles', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Armed clash', 'Mob violence', 'Protest with intervention', 'Attack']","['Demonstrations', 'Political violence']",65,3
